hud_area_code,hud_area_name,zcta,total_units,fmr_afford_units,safmr_afford_units,fmr_afford_pct,safmr_afford_pct,diff_afford_units,diff_afford_pct
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60445,1829,951.5,474,0.5202296336796064,0.25915800984144344,-477.5,-50.183920126116654
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60446,1598,168,558,0.10513141426783479,0.34918648310387984,390,232.14285714285717
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60447,330,40,140,0.12121212121212122,0.42424242424242425,100,250
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60448,574,245,277.5,0.4268292682926829,0.4834494773519164,32.5,13.26530612244898
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60449,215,87.5,100,0.4069767441860465,0.46511627906976744,12.5,14.285714285714285
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60451,1083,504,356.5,0.46537396121883656,0.32917820867959374,-147.5,-29.265873015873016
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60452,1835,677.5,432.5,0.3692098092643052,0.2356948228882834,-245,-36.162361623616235
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60453,3594,1384,1799,0.3850862548692265,0.5005564830272676,415,29.985549132947973
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60455,1170,710,477.5,0.6068376068376068,0.4081196581196581,-232.5,-32.74647887323944
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60456,320,247.5,225,0.7734375,0.703125,-22.5,-9.090909090909092
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60457,1148,606.5,321.5,0.5283101045296167,0.28005226480836237,-285,-46.99093157460841
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60458,2010,1042.5,577.5,0.5186567164179104,0.2873134328358209,-465,-44.60431654676259
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60459,1627,679,786.5,0.4173325138291334,0.48340503995082973,107.5,15.832106038291604
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60461,34,0,0,0,0,0,
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60462,1710,590,630,0.34502923976608185,0.3684210526315789,40,6.779661016949152
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60463,170,0,25,0,0.14705882352941177,25,
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60464,124,60,90,0.4838709677419355,0.7258064516129032,30,50
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60465,1295,365,237.5,0.28185328185328185,0.1833976833976834,-127.5,-34.93150684931507
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60466,2349,769,769,0.3273733503618561,0.3273733503618561,0,0
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60467,254,40,72,0.15748031496062992,0.28346456692913385,32,80
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60468,326,205,200,0.6288343558282209,0.6134969325153374,-5,-2.4390243902439024
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60469,219,136.5,189,0.6232876712328768,0.863013698630137,52.5,38.46153846153847
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60471,1940,617.5,617.5,0.31829896907216493,0.31829896907216493,0,0
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60472,514,365,310,0.7101167315175098,0.603112840466926,-55,-15.068493150684931
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60473,590,140,365,0.23728813559322035,0.6186440677966102,225,160.71428571428572
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60475,1265,600,260,0.4743083003952569,0.20553359683794467,-340,-56.666666666666664
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60476,162,122.5,22.5,0.7561728395061729,0.1388888888888889,-100,-81.63265306122449
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60477,2860,625,625,0.21853146853146854,0.21853146853146854,0,0
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60478,854,166.5,559,0.19496487119437939,0.6545667447306791,392.5,235.73573573573574
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60480,307,132,132,0.42996742671009774,0.42996742671009774,0,0
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60481,788,608,590.5,0.7715736040609137,0.7493654822335025,-17.5,-2.8782894736842106
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60482,1225,757.5,210,0.6183673469387755,0.17142857142857143,-547.5,-72.27722772277228
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60484,887,425.5,353,0.47970687711386695,0.3979706877113867,-72.5,-17.038777908343125
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60487,614,244,244,0.3973941368078176,0.3973941368078176,0,0
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60490,105,10,42.5,0.09523809523809523,0.40476190476190477,32.5,325
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60491,188,29,134,0.15425531914893617,0.7127659574468085,105,362.0689655172414
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60501,1328,1072.5,605,0.807605421686747,0.4555722891566265,-467.5,-43.58974358974359
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60502,1758,70.5,623,0.04010238907849829,0.3543799772468714,552.5,783.6879432624113
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60503,140,0,62.5,0,0.44642857142857145,62.5,
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60504,4124,327.5,1387.5,0.07941319107662463,0.3364451988360815,1060,323.6641221374046
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60505,7010,3517.5,3055,0.5017831669044223,0.43580599144079885,-462.5,-13.148542999289267
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60506,4939,2331.5,2331.5,0.47205912127961125,0.47205912127961125,0,0
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60510,1504,510,510,0.3390957446808511,0.3390957446808511,0,0
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60511,42,28.5,38,0.6785714285714286,0.9047619047619048,9.5,33.33333333333333
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60513,1576,708,498,0.44923857868020306,0.315989847715736,-210,-29.66101694915254
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60514,835,142.5,90,0.17065868263473055,0.10778443113772455,-52.5,-36.84210526315789
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60515,2195,442.5,650,0.20159453302961275,0.296127562642369,207.5,46.89265536723164
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60516,1935,155,375,0.08010335917312661,0.1937984496124031,220,141.93548387096774
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60517,3610,320,1017.5,0.0886426592797784,0.28185595567867033,697.5,217.96875
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60519,0,0,0,,,0,
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60520,184,113.5,101,0.6168478260869565,0.5489130434782609,-12.5,-11.013215859030836
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60521,579,52.5,297.5,0.09067357512953368,0.5138169257340242,245,466.6666666666667
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60523,514,284,274,0.5525291828793775,0.5330739299610895,-10,-3.5211267605633805
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60525,2118,731.5,854,0.34537299338999056,0.40321057601510857,122.5,16.74641148325359
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60526,1205,442.5,280,0.36721991701244816,0.23236514522821577,-162.5,-36.72316384180791
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60527,2466,281.5,698.5,0.11415247364152474,0.2832522303325223,417,148.13499111900532
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60532,3460,447.5,725,0.12933526011560695,0.20953757225433525,277.5,62.01117318435754
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60534,1374,599,529,0.4359534206695779,0.38500727802037843,-70,-11.686143572621036
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60538,1535,402.5,537.5,0.26221498371335505,0.3501628664495114,135,33.54037267080746
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60539,0,0,0,,,0,
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60540,2914,511.5,1146.5,0.17553191489361702,0.3934454358270419,635,124.1446725317693
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60542,908,325.5,325.5,0.3584801762114537,0.3584801762114537,0,0
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60543,1480,420,540,0.28378378378378377,0.36486486486486486,120,28.57142857142857
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60544,1340,117.5,545,0.08768656716417911,0.40671641791044777,427.5,363.82978723404256
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60546,1505,725,395,0.48172757475083056,0.26245847176079734,-330,-45.51724137931035
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60554,405,140,175,0.345679012345679,0.43209876543209874,35,25
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60555,812,131.5,344,0.16194581280788178,0.4236453201970443,212.5,161.59695817490493
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60558,155,30,80,0.1935483870967742,0.5161290322580645,50,166.66666666666669
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60559,4163,1330.5,1905.5,0.3196012490992073,0.4577227960605333,575,43.21683577602405
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60561,1305,167.5,420,0.12835249042145594,0.3218390804597701,252.5,150.7462686567164
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60563,5504,284,1714,0.05159883720930233,0.31140988372093026,1430,503.5211267605634
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60564,1069,90,359,0.08419083255378859,0.33582787652011226,269,298.8888888888889
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60565,1303,35.5,273,0.027244819646968534,0.20951650038372985,237.5,669.0140845070423
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60585,365,35,142.5,0.0958904109589041,0.3904109589041096,107.5,307.14285714285717
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60586,358,117.5,139,0.32821229050279327,0.388268156424581,21.5,18.29787234042553
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60601,3394,147.5,310,0.04345904537418974,0.09133765468473777,162.5,110.16949152542372
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60602,310,0,0,0,0,0,
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60603,205,0,7,0,0.03414634146341464,7,
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60604,175,15,30,0.08571428571428572,0.17142857142857143,15,100
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60605,5218,213,563,0.040820237638942124,0.10789574549635876,350,164.31924882629107
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60606,734,0,0,0,0,0,
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60607,4859,441.5,1411.5,0.09086231734924882,0.2904918707552994,970,219.70554926387317
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60608,14259,9732.5,5810,0.6825513710638895,0.4074619538537064,-3922.5,-40.30310814282045
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60609,8988,6765,3680,0.7526702269692924,0.40943480195816645,-3085,-45.602365114560236
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60610,9213,1155.5,2445.5,0.12542060132421579,0.26544013893411483,1290,111.63998269147555
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60611,8155,242.5,707.5,0.02973635806253832,0.08675659104843654,465,191.75257731958763
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60612,6825,2995,3395,0.4388278388278388,0.49743589743589745,400,13.35559265442404
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60613,12336,1608,5418,0.1303501945525292,0.4392023346303502,3810,236.94029850746267
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60614,13751,1347,3787,0.09795651225365427,0.27539815286161007,2440,181.14328136599852
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60615,10474,3190,5177.5,0.3045636814970403,0.4943192667557762,1987.5,62.304075235109714
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60616,11118,4429,4264,0.39836301493074294,0.3835222162259399,-165,-3.725445924587943
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60617,8514,6101.5,3861.5,0.7166431759455015,0.4535470988959361,-2240,-36.71228386462345
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60618,17879,6080,7790,0.34006376195536664,0.4357066950053135,1710,28.125
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60619,11904,7366.5,5801.5,0.6188256048387096,0.48735719086021506,-1565,-21.24482454354171
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60620,11e3,7120,5610,0.6472727272727272,0.51,-1510,-21.207865168539325
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60621,5350,3680,2430,0.6878504672897197,0.4542056074766355,-1250,-33.96739130434783
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60622,12945,3222.5,5017.5,0.24893781382773272,0.38760139049826187,1795,55.70209464701319
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60623,13505,11015,6382.5,0.8156238430211032,0.4726027397260274,-4632.5,-42.056286881525196
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60624,5964,3564,2646.5,0.5975855130784709,0.4437458081824279,-917.5,-25.74354657687991
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60625,15461,4767,6317,0.30832417049349975,0.4085764180842119,1550,32.51520872666247
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60626,11950,3370,6052.5,0.2820083682008368,0.5064853556485356,2682.5,79.5994065281899
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60628,6949,4391.5,3189,0.6319614332997554,0.45891495179162467,-1202.5,-27.382443356484114
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60629,10505,7105,4035,0.6763445978105664,0.3841028081865778,-3070,-43.20900774102744
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60630,6523,2465.5,3213,0.3779702590832439,0.49256477081097655,747.5,30.318393834921924
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60631,1759,369,639,0.20977828311540647,0.3632745878339966,270,73.17073170731707
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60632,10334,8336.5,5131.5,0.8067060189665183,0.4965647377588543,-3205,-38.445390751514424
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60633,1297,794.5,547,0.612567463377024,0.4217424826522745,-247.5,-31.151667715544367
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60634,6267,2838,2425.5,0.45284825275251317,0.38702728578267115,-412.5,-14.534883720930234
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60636,4036,2813,1928,0.6969772051536175,0.47770069375619423,-885,-31.46107358691788
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60637,9404,4870,4450,0.5178647384091876,0.47320289238621865,-420,-8.624229979466119
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60638,3795,2135,1485,0.5625823451910409,0.391304347826087,-650,-30.44496487119438
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60639,12740,7072.5,5465,0.5551412872841445,0.42896389324960754,-1607.5,-22.72887946270767
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60640,15775,4197.5,8192.5,0.26608557844690967,0.5193343898573692,3995,95.17569982132221
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60641,10573,5113,4695.5,0.4835902771209685,0.4441029036224345,-417.5,-8.165460590651282
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60642,4899,904,1619,0.18452745458256786,0.33047560726678915,715,79.0929203539823
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60643,2679,1376.5,844,0.5138111235535647,0.3150429264650989,-532.5,-38.685070831819836
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60644,8915,5377.5,4345,0.6031968592260235,0.48738081884464385,-1032.5,-19.200371920037192
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60645,7150,1947.5,3285,0.27237762237762236,0.45944055944055945,1337.5,68.6777920410783
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60646,2250,1122.5,867.5,0.4988888888888889,0.38555555555555554,-255,-22.717149220489976
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60647,17540,6e3,7380,0.34207525655644244,0.4207525655644242,1380,23
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60649,12454,7086.5,5951.5,0.5690139714148065,0.47787859322306087,-1135,-16.016369152614125
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60651,8314,4831.5,3486.5,0.5811282174645177,0.4193528987250421,-1345,-27.838145503466833
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60652,1609,805,805,0.5003107520198882,0.5003107520198882,0,0
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60653,6470,3517.5,2855,0.5436630602782071,0.4412673879443586,-662.5,-18.834399431414354
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60654,5279,80,207.5,0.01515438530024626,0.039306686872513735,127.5,159.375
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60655,1087,327,327,0.30082796688132474,0.30082796688132474,0,0
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60656,3485,847.5,1025,0.24318507890961263,0.29411764705882354,177.5,20.943952802359885
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60657,17280,1502.5,6037.5,0.08695023148148148,0.3493923611111111,4535,301.8302828618968
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60659,6318,2089,2804,0.3306426084203862,0.4438113327002216,715,34.226902824317854
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60660,8940,2235,5402.5,0.25,0.6043064876957495,3167.5,141.72259507829978
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60661,2855,27.5,220,0.009632224168126095,0.07705779334500876,192.5,700
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60706,1740,630,382.5,0.3620689655172414,0.21982758620689655,-247.5,-39.285714285714285
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60707,4314,2047.5,1772.5,0.4746175243393602,0.4108715808993973,-275,-13.431013431013431
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60712,253,10,110,0.039525691699604744,0.43478260869565216,100,1e3
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60714,2104,756.5,606.5,0.3595532319391635,0.28826045627376423,-150,-19.82815598149372
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60803,2638,1310.5,658,0.4967778620166793,0.2494313874147081,-652.5,-49.79015642884395
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60804,9659,7212.5,4660,0.7467129102391552,0.4824515995444663,-2552.5,-35.38994800693241
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60805,1283,549,356.5,0.4279033515198753,0.27786438035853467,-192.5,-35.063752276867035
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60827,4095,2732.5,2097.5,0.6672771672771672,0.5122100122100122,-635,-23.2387923147301
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60940,185,114,112,0.6162162162162163,0.6054054054054054,-2,-1.7543859649122806
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",60950,1193,830.5,753,0.6961441743503772,0.6311818943839062,-77.5,-9.331727874774232
METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",61038,48,19,19,0.3958333333333333,0.3958333333333333,0,0
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46301,27,11.5,19,0.42592592592592593,0.7037037037037037,7.5,65.21739130434783
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46303,857,275.5,343,0.32147024504084015,0.4002333722287048,67.5,24.500907441016334
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46304,1754,718,770.5,0.40935005701254273,0.4392816419612315,52.5,7.311977715877438
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46307,3215,547.5,1197.5,0.1702954898911353,0.3724727838258165,650,118.7214611872146
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46310,693,336.5,309,0.4855699855699856,0.4458874458874459,-27.5,-8.172362555720653
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46311,400,40,107.5,0.1,0.26875,67.5,168.75
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46312,3610,2637.5,1865,0.7306094182825484,0.5166204986149584,-772.5,-29.28909952606635
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46319,1945,607.5,522.5,0.31233933161953725,0.2686375321336761,-85,-13.991769547325102
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46320,1883,861.5,714,0.45751460435475305,0.379182156133829,-147.5,-17.121300058038305
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46321,1094,255,337.5,0.23308957952468007,0.30850091407678243,82.5,32.35294117647059
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46322,1693,275.5,620.5,0.1627288836385115,0.36650915534554046,345,125.22686025408349
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46323,2298,600.5,628,0.2613141862489121,0.2732811140121845,27.5,4.579517069109076
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46324,2445,970,1095,0.3967280163599182,0.44785276073619634,125,12.886597938144329
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46327,1194,664,609,0.5561139028475712,0.5100502512562815,-55,-8.283132530120483
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46341,419,280,232.5,0.6682577565632458,0.5548926014319809,-47.5,-16.964285714285715
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46342,2308,963,963,0.4172443674176776,0.4172443674176776,0,0
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46347,222,122,45,0.5495495495495496,0.20270270270270271,-77,-63.114754098360656
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46348,44,22,22,0.5,0.5,0,0
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46349,130,115,115,0.8846153846153846,0.8846153846153846,0,0
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46356,785,260,307.5,0.33121019108280253,0.39171974522292996,47.5,18.269230769230766
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46360,5115,3350,2170,0.6549364613880743,0.42424242424242425,-1180,-35.223880597014926
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46368,3604,875,1175,0.2427857935627081,0.3260266370699223,300,34.285714285714285
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46373,80,25,25,0.3125,0.3125,0,0
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46375,1779,377.5,440,0.21219786396852164,0.2473299606520517,62.5,16.55629139072848
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46376,46,24,24,0.5217391304347826,0.5217391304347826,0,0
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46377,55,35,35,0.6363636363636364,0.6363636363636364,0,0
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46379,0,0,0,,,0,
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46381,10,10,0,1,0,-10,-100
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46383,4025,1345,1775,0.3341614906832298,0.4409937888198758,430,31.970260223048324
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46385,1908,399,966.5,0.20911949685534592,0.5065513626834381,567.5,142.23057644110276
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46390,96,47,49,0.4895833333333333,0.5104166666666666,2,4.25531914893617
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46391,219,119,119,0.54337899543379,0.54337899543379,0,0
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46393,25,15,15,0.6,0.6,0,0
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46394,1253,639,456.5,0.509976057462091,0.36432561851556267,-182.5,-28.56025039123631
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46402,821,428,365.5,0.5213154689403167,0.4451887941534714,-62.5,-14.602803738317757
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46403,1888,1176.5,689,0.623146186440678,0.3649364406779661,-487.5,-41.43646408839779
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46404,1742,1174.5,902.5,0.6742250287026407,0.5180826636050516,-272,-23.15879097488293
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46405,922,602,484.5,0.6529284164859002,0.5254880694143167,-117.5,-19.51827242524917
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46406,1343,870,460,0.6478034251675354,0.3425167535368578,-410,-47.12643678160919
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46407,1768,1183,908,0.6691176470588235,0.5135746606334841,-275,-23.24598478444632
METRO16980MM2960,"Gary, IN HUD Metro FMR Area",46408,1684,1094,691.5,0.649643705463183,0.4106294536817102,-402.5,-36.79159049360146
